"","B2Bcontrolrep1","B2Bcontrolrep2","B2BNicotine125rep1","B2BNicotine125rep2","B2BNicotine250rep1","B2BNicotine250rep2","Hcontrolrep1","Hcontrolrep2","Hcontrol125rep1","Hcontrol125rep2","Hcontrol250rep1","Hcontrol250rep2"
"ENSG00000086827",1572,2863,2314,2278,1936,3427,1864,2199,2990,2326,2986,3535
"ENSG00000243353",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000257070",0,0,0,0,0,0,3,0,0,0,1,2
"ENSG00000256603",3,1,6,5,2,3,2,7,5,3,8,6
"ENSG00000228607",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256167",1653,2882,2285,2327,1830,3323,1364,1376,1865,1336,1980,2484
"ENSG00000255870",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257101",0,1,0,1,2,5,0,0,1,1,2,0
"ENSG00000048028",1217,2353,1587,1595,1492,2690,1174,1540,1927,1512,2542,2764
"ENSG00000256452",0,2,1,0,0,3,0,1,1,1,1,2
"ENSG00000255710",1,4,2,3,0,10,0,1,9,4,4,4
"ENSG00000201687",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149305",0,1,0,0,2,0,1,1,1,2,2,0
"ENSG00000166736",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000109906",0,0,1,1,1,0,0,0,3,1,1,1
"ENSG00000286463",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256947",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166741",6784,11762,9365,9467,8517,14386,6391,7723,10626,8496,12941,17021
"ENSG00000256195",1,0,0,0,2,0,1,1,1,2,1,0
"ENSG00000180425",55,115,84,100,100,162,33,52,68,74,92,178
"ENSG00000076053",1260,2284,1601,1766,1415,2703,1289,1596,2009,1769,2354,2828
"ENSG00000255663",6,2,1,1,0,0,2,1,2,0,1,1
"ENSG00000076043",2112,3660,2920,2994,2265,4122,2148,2818,3133,2513,3533,3960
"ENSG00000256533",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000255982",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270204",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095110",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000238724",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137634",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256674",0,1,0,0,0,2,1,0,0,0,0,0
"ENSG00000204361",0,0,0,0,2,0,0,0,4,0,1,0
"ENSG00000252870",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182985",0,3,0,0,1,0,0,0,0,0,0,0
"ENSG00000287897",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256972",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255580",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256315",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256281",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257087",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255903",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255689",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239153",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255599",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000260254",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279771",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000256717",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279818",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288020",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000246100",0,0,1,1,0,1,0,0,0,1,0,5
"ENSG00000257067",3,0,0,2,0,0,0,0,0,0,3,0
"ENSG00000244259",0,3,1,2,0,4,2,0,2,1,1,3
"ENSG00000239600",0,1,0,0,0,0,1,0,0,0,1,1
"ENSG00000236437",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278945",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237937",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000137656",823,1594,1234,1206,1066,1836,1025,1241,1654,1345,1958,2286
"ENSG00000226645",0,1,2,0,0,2,1,0,0,0,0,0
"ENSG00000109917",1761,3030,2476,2411,2030,3490,1537,2043,2696,1989,2360,2811
"ENSG00000110243",0,0,0,0,0,2,0,0,0,0,0,1
"ENSG00000236267",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285513",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000110244",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000110245",0,0,2,0,1,1,0,0,0,2,0,1
"ENSG00000118137",0,0,2,1,3,5,0,2,0,1,2,2
"ENSG00000235910",1,2,1,0,3,3,1,1,2,1,4,0
"ENSG00000160584",1116,2036,1484,1436,1319,2425,939,1246,1693,1196,1864,2266
"ENSG00000200537",0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000234268",2771,4989,3645,3692,3060,5421,2830,3443,4605,3672,5432,6756
"ENSG00000224077",0,0,0,2,0,0,0,1,1,0,0,1
"ENSG00000225236",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254851",273,447,344,375,279,563,360,437,638,408,655,741
"ENSG00000254678",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000168092",3565,6565,4766,4895,4183,7690,4233,5137,6847,5188,6930,8224
"ENSG00000149577",1169,1948,1623,1527,1686,2879,957,1097,1654,1249,2084,2597
"ENSG00000149591",1924,3262,3109,3047,2236,4264,4342,5176,7539,5146,7440,7041
"ENSG00000160613",783,1325,1126,1055,939,1689,908,1144,1540,1109,1653,1934
"ENSG00000280143",0,6,3,2,0,2,3,6,3,0,7,6
"ENSG00000167257",687,1049,830,774,746,1261,517,732,883,629,921,1156
"ENSG00000252992",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000186318",303,482,412,442,401,692,625,665,1116,813,1034,1248
"ENSG00000278768",51,93,80,66,98,135,45,62,98,63,123,141
"ENSG00000276505",0,0,0,0,0,3,1,1,1,0,2,2
"ENSG00000110274",793,1330,1144,1018,1041,2049,808,998,1595,1062,1633,1818
"ENSG00000250699",1,0,1,1,0,0,0,0,0,2,0,1
"ENSG00000271412",0,0,0,0,0,2,0,0,0,0,1,0
"ENSG00000177103",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000279586",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270403",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137731",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000254844",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255245",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254528",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000137726",0,0,0,0,5,6,9,16,27,22,70,85
"ENSG00000137747",0,0,0,0,0,1,1,0,0,0,1,4
"ENSG00000110324",0,0,5,6,21,29,7,15,14,13,57,46
"ENSG00000255274",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272075",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137648",0,0,1,2,2,7,1,2,2,1,3,4
"ENSG00000177098",9,8,51,36,98,172,99,128,215,172,345,453
"ENSG00000149575",1,0,0,2,1,8,2,0,6,1,0,0
"ENSG00000160593",0,0,0,0,0,3,0,0,0,0,0,1
"ENSG00000255163",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000160588",11,24,66,27,77,111,75,115,173,137,212,288
"ENSG00000149573",3,3,23,19,80,121,36,29,74,52,98,166
"ENSG00000280032",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198851",0,1,0,0,1,1,0,0,0,0,0,0
"ENSG00000254992",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167286",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000160654",2,1,1,1,0,2,1,2,3,3,2,1
"ENSG00000110344",1489,2570,2402,1966,2177,3754,1755,2173,3005,2339,2851,3106
"ENSG00000254873",4,16,4,7,10,17,5,16,9,17,10,8
"ENSG00000285827",0,1,0,0,0,0,0,0,0,0,1,1
"ENSG00000167283",1362,2537,1962,2062,1541,2868,1378,1705,2292,1795,2570,3321
"ENSG00000269944",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000255384",0,0,0,0,0,1,0,1,2,2,2,1
"ENSG00000118058",3060,5276,4605,3973,3985,7550,3793,4713,6998,4921,7130,7790
"ENSG00000255435",3,0,0,2,1,1,2,1,9,6,5,14
"ENSG00000172425",0,1,0,4,4,6,3,2,10,14,15,9
"ENSG00000149582",95,146,108,113,111,212,343,465,635,478,945,1176
"ENSG00000118096",1202,2068,1572,1609,1381,2403,903,964,1376,1120,1468,1872
"ENSG00000243431",79,164,131,96,106,175,90,100,104,83,141,135
"ENSG00000095139",6872,12959,9981,9805,9021,15991,9277,11646,14732,11347,14802,15905
"ENSG00000207185",0,0,1,1,0,0,2,0,2,2,0,1
"ENSG00000019144",2046,3110,2513,2596,2610,4537,2914,3962,5820,4188,6624,7582
"ENSG00000255176",6,4,9,5,15,9,1,2,24,14,12,19
"ENSG00000284246",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118094",1,1,0,2,2,1,1,5,2,1,2,1
"ENSG00000255239",0,0,0,0,0,0,0,1,0,0,0,1
"ENSG00000255422",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000207462",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287238",8,6,10,11,7,12,5,9,11,7,15,24
"ENSG00000110367",3611,6374,5383,5085,4387,7684,4495,5524,7798,5925,6980,8046
"ENSG00000278376",20,17,20,27,26,37,16,15,23,21,22,33
"ENSG00000254478",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254621",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201535",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160683",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000245869",0,0,1,0,0,0,0,1,0,0,1,0
"ENSG00000186174",1239,1834,1849,1826,1998,3405,1701,2317,3474,2353,3460,4197
"ENSG00000264211",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000110375",0,1,2,0,0,4,0,3,2,3,3,1
"ENSG00000239726",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000222529",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176302",1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000280502",4,7,7,3,2,16,4,3,4,11,5,1
"ENSG00000283691",1,1,0,0,0,3,4,0,0,0,1,3
"ENSG00000255121",69,99,97,80,91,150,33,47,91,55,91,101
"ENSG00000186166",271,433,302,317,281,553,282,302,544,299,579,674
"ENSG00000240970",10,17,12,16,14,19,10,14,14,14,14,21
"ENSG00000254428",13,8,11,5,2,12,3,7,18,8,10,9
"ENSG00000254909",4,6,5,4,4,6,2,3,4,9,10,14
"ENSG00000118181",13457,22945,18021,18555,14859,26502,10408,13054,17330,13995,18678,23033
"ENSG00000196655",2157,3861,3137,3148,2610,4491,2071,2662,3446,2797,3603,4207
"ENSG00000283704",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137700",1424,2410,1984,1902,2109,3588,961,1168,1887,1346,2630,3396
"ENSG00000149428",9792,16620,13868,13691,14389,24888,9972,12973,18255,12881,19248,21688
"ENSG00000255114",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271751",1,3,1,3,2,3,1,5,3,2,8,0
"ENSG00000272186",5,3,4,3,5,15,0,4,5,6,6,2
"ENSG00000160695",1495,2564,1957,2071,1823,3008,1379,1802,2529,1890,2662,3307
"ENSG00000256269",1764,3068,2372,2404,2014,3279,1443,1936,2551,1810,2479,3169
"ENSG00000188486",6582,10910,9560,11213,11727,19315,9810,12622,18694,14430,19396,26141
"ENSG00000172269",1677,3024,2349,2272,2028,3522,1324,1733,2357,1781,2632,3004
"ENSG00000172375",951,1718,1334,1323,1276,2219,1070,1184,1563,1128,1525,1916
"ENSG00000172273",788,1286,943,922,863,1483,705,943,1222,842,1298,1611
"ENSG00000172350",34,60,41,45,78,123,10,11,27,21,49,65
"ENSG00000160703",643,975,820,785,899,1473,420,578,918,687,1076,1371
"ENSG00000172367",3,0,0,0,0,0,0,2,1,0,0,0
"ENSG00000248712",22,38,31,29,27,60,14,23,38,25,52,83
"ENSG00000110395",3483,6215,4890,4431,4362,7673,3939,4906,6199,4601,6452,7135
"ENSG00000222249",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000076706",4181,7238,6837,6897,7008,12243,6788,9356,11839,8378,15705,17348
"ENSG00000284148",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252119",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173456",3245,5424,4438,4414,4537,7624,3661,4710,6438,4617,6761,8411
"ENSG00000245385",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235718",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223953",0,5,0,1,0,3,0,0,6,1,1,1
"ENSG00000036672",77,131,105,93,134,282,86,91,153,101,246,327
"ENSG00000245248",52,60,67,52,42,66,22,42,47,36,48,50
"ENSG00000254740",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000254590",5,2,4,7,5,3,5,4,4,3,7,9
"ENSG00000254892",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154096",8050,13751,11307,11639,11099,18671,9221,12048,16229,12051,18858,23149
"ENSG00000263873",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255377",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000230716",263,417,388,360,293,551,434,608,747,567,646,796
"ENSG00000254561",0,0,0,0,1,0,2,1,2,2,0,2
"ENSG00000110400",449,766,747,699,916,1468,574,755,1160,807,1527,1763
"ENSG00000199217",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255247",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254854",4,6,6,4,5,10,6,13,19,6,25,33
"ENSG00000254406",42,95,72,64,52,90,62,86,112,64,110,139
"ENSG00000287545",0,0,0,0,0,5,0,0,0,0,0,0
"ENSG00000288047",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286992",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254863",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255216",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286731",0,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000137699",121,206,156,160,174,281,129,150,210,117,206,286
"ENSG00000176984",0,0,0,1,0,0,0,0,0,0,1,0
"ENSG00000184232",412,760,740,737,945,1362,791,1069,1454,1057,1859,2350
"ENSG00000137709",1,2,0,2,1,0,1,2,2,1,4,3
"ENSG00000259541",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181264",746,1309,981,1009,857,1623,679,907,1290,846,1397,1579
"ENSG00000196914",4752,8120,7000,6588,5548,9757,5570,7131,9712,7527,9877,11313
"ENSG00000274303",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000149403",2,5,2,1,1,4,3,4,8,4,12,7
"ENSG00000255006",0,0,0,0,0,2,1,0,1,0,1,0
"ENSG00000250493",1,2,2,1,1,2,1,1,1,1,0,2
"ENSG00000254735",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154114",787,1622,1177,1157,902,1717,1027,1233,1715,1400,2024,2388
"ENSG00000285509",2,3,7,5,7,11,5,9,3,5,7,10
"ENSG00000109927",1,1,4,1,3,13,7,8,20,9,21,36
"ENSG00000254515",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244400",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000109929",925,1804,1411,1448,1501,2787,1451,1771,2347,1920,2588,3062
"ENSG00000232460",287,534,550,436,377,652,346,418,578,461,618,653
"ENSG00000271022",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000246790",0,1,1,0,0,5,0,0,0,0,1,2
"ENSG00000137642",45,69,166,128,315,498,189,216,463,304,819,1001
"ENSG00000286044",0,1,1,1,0,4,1,0,1,0,4,3
"ENSG00000286023",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252556",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286497",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255248",111,169,157,157,79,121,290,443,383,338,356,373
"ENSG00000207971",0,0,1,0,0,0,0,0,0,0,0,1
"ENSG00000259571",0,1,1,1,0,0,3,6,2,1,0,0
"ENSG00000198975",0,0,0,1,0,0,0,5,0,0,0,0
"ENSG00000207994",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255015",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000255219",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252776",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253035",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223265",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254572",1,1,1,0,5,1,1,0,0,0,2,1
"ENSG00000254935",4,0,2,0,2,4,4,2,7,0,3,0
"ENSG00000154127",702,1385,1123,1074,969,1829,886,1210,1194,1029,1004,1085
"ENSG00000286341",1,6,4,3,2,1,1,4,6,2,8,3
"ENSG00000239079",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285909",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000109943",0,0,0,0,0,1,0,0,1,0,0,0
"ENSG00000109944",68,93,73,97,108,164,98,147,175,159,242,272
"ENSG00000199709",0,0,0,0,1,0,1,2,0,0,1,3
"ENSG00000254944",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188909",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213184",138,210,167,197,188,303,168,210,253,207,324,346
"ENSG00000243669",0,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000244641",61,113,83,87,73,136,59,75,85,83,106,140
"ENSG00000233541",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000109971",42087,74622,47589,45949,42914,81199,33042,53460,61754,48115,83287,90602
"ENSG00000200879",8,8,4,6,8,31,6,4,8,7,9,6
"ENSG00000207118",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202252",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288061",3,7,2,1,2,1,4,1,1,4,5,5
"ENSG00000166250",371,632,446,430,370,681,106,182,234,162,338,414
"ENSG00000255342",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000254710",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200496",5,4,1,5,3,7,3,1,3,4,11,1
"ENSG00000254823",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254407",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000023171",152,265,236,227,243,487,270,311,364,324,512,642
"ENSG00000265357",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254449",186,321,283,273,255,429,201,262,353,301,304,388
"ENSG00000166257",8,14,19,27,43,87,8,24,48,33,76,56
"ENSG00000254467",0,0,0,0,1,3,0,0,0,0,0,1
"ENSG00000166261",399,576,494,493,466,746,370,591,764,579,748,906
"ENSG00000221931",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200197",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196099",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254613",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254430",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204300",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181518",1,1,0,0,1,1,0,0,0,0,0,1
"ENSG00000171014",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181499",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196248",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198674",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226461",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254737",1,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000236981",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234560",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182634",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213182",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186268",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213181",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000110002",1,1,3,3,17,27,2,0,3,9,11,16
"ENSG00000196403",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197309",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239426",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255425",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181214",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276316",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197849",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255298",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196341",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254976",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255225",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255030",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000227737",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229254",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284680",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284609",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255048",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285561",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280090",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197125",0,0,0,0,0,1,0,0,0,1,0,0
"ENSG00000255510",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229386",0,0,0,2,1,0,1,0,0,1,0,0
"ENSG00000254646",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255315",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254937",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170953",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196119",4,1,3,2,3,10,0,0,1,0,3,1
"ENSG00000255341",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154143",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154144",548,918,800,753,676,1195,599,753,1042,710,1057,1167
"ENSG00000110013",304,517,475,426,498,774,410,477,747,564,868,1069
"ENSG00000200278",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000064199",206,375,299,313,285,515,192,254,308,259,430,484
"ENSG00000154146",789,1290,1101,1201,1323,2100,648,843,1187,913,1277,1757
"ENSG00000255045",1,3,3,2,0,5,0,5,4,0,0,4
"ENSG00000019102",7,25,25,32,25,36,20,14,42,16,30,23
"ENSG00000149564",8,27,13,8,14,21,36,34,38,36,57,92
"ENSG00000250073",10,14,14,5,5,19,11,5,11,8,29,27
"ENSG00000120458",177,308,226,241,226,381,251,342,481,314,499,604
"ENSG00000279342",17,33,24,14,26,44,16,37,33,22,26,26
"ENSG00000254509",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000245498",23,12,9,14,12,44,23,28,45,41,56,56
"ENSG00000254941",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154134",194,351,300,317,271,460,207,244,353,251,483,534
"ENSG00000254568",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154133",185,333,293,283,183,321,93,116,156,99,89,106
"ENSG00000254943",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165478",0,0,2,1,0,2,0,0,0,0,2,2
"ENSG00000221932",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285825",5,9,13,5,5,15,7,9,15,8,11,16
"ENSG00000149548",344,612,428,386,370,636,213,298,391,310,462,507
"ENSG00000134955",124,176,160,158,132,238,177,234,344,240,374,512
"ENSG00000150433",541,947,671,747,660,1201,512,644,953,723,1079,1403
"ENSG00000187686",11,21,21,7,13,25,23,24,40,30,43,43
"ENSG00000255475",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254880",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165495",0,0,0,0,0,3,0,0,3,0,2,2
"ENSG00000259290",1,0,0,0,0,1,0,1,0,1,0,2
"ENSG00000254932",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222844",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149557",778,1215,1276,1155,1492,2571,737,887,1677,1335,2291,2967
"ENSG00000255537",2,1,6,0,2,3,2,12,1,4,7,0
"ENSG00000149547",4617,8243,6662,6939,6626,10729,4749,6176,8658,6721,9371,10931
"ENSG00000222297",1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134910",10126,17546,14404,13752,12971,21708,9345,11934,16651,12258,18228,21510
"ENSG00000149554",1343,2286,1745,1559,1381,2560,1123,1392,1815,1444,1937,2341
"ENSG00000252255",0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000134940",11,18,21,19,7,20,21,19,22,18,25,35
"ENSG00000171053",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000196844",0,1,2,2,1,1,1,1,3,3,0,2
"ENSG00000236027",2,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000237353",1,1,0,0,0,0,0,1,2,1,0,2
"ENSG00000260209",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000198331",606,1076,874,914,645,1261,592,712,958,794,1078,1235
"ENSG00000110060",365,612,491,458,388,691,273,347,528,410,611,658
"ENSG00000255027",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000109832",1,2,2,3,1,6,3,4,4,0,6,9
"ENSG00000254790",1,0,3,1,0,4,0,1,0,0,1,0
"ENSG00000283703",0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000064309",430,762,651,591,833,1490,303,446,709,569,1087,1149
"ENSG00000254759",804,1460,1064,995,802,1552,800,1090,1211,1074,1334,1562
"ENSG00000261257",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287666",1,0,0,1,0,1,0,1,0,0,0,1
"ENSG00000254833",0,0,0,0,0,1,1,0,0,0,0,0
"ENSG00000254771",0,0,1,0,0,0,1,0,0,0,0,0
"ENSG00000165526",686,1184,877,885,794,1408,649,936,1282,952,1136,1405
"ENSG00000254694",1,1,5,3,2,7,4,0,10,5,3,5
"ENSG00000197798",930,1669,1197,1247,1120,1877,823,1049,1478,1182,1535,1790
"ENSG00000222067",0,0,0,2,1,1,0,4,1,0,1,1
"ENSG00000240098",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000182934",4853,8233,6826,6763,6304,11229,4869,6627,8772,6693,9499,10838
"ENSG00000110074",1648,2707,2086,2128,1788,3191,1255,1714,2302,1626,2514,2941
"ENSG00000243607",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000150455",108,187,153,168,171,282,153,207,294,223,304,362
"ENSG00000254905",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000255062",7,4,9,12,20,17,6,9,21,20,29,34
"ENSG00000110063",791,1296,1005,1001,1025,1819,798,1088,1541,1139,1592,1981
"ENSG00000280832",54,73,67,68,74,135,73,90,136,111,164,192
"ENSG00000110080",841,1479,1198,1210,1138,1936,892,1190,1630,1289,1800,2300
